BlueNile,WhiteNile,Atbara,Rahad,Dinder
356.2390454720621,1224.3021739837757,0.0,0.0,0.0
289.7794938799502,1064.8444647485392,0.0,0.0,0.0
162.93108183612244,880.2133053450098,0.0,0.0,0.0
181.57567811783426,1387.0219180239608,0.0,0.0,0.0
148.61206579918232,1573.7764599520672,0.0,0.0,0.0
670.4520110064697,1221.830045314649,0.0034760834034967426,0.0,0.0
4459.762046334438,778.3403709212183,197.75137337385905,54.39814732060187,114.00463127893514
6396.2968232635985,777.5687534468782,1596.1109608288914,122.29938565200624,402.3919723765431
2927.5383370765244,549.0337260650647,585.8810948560641,168.20987434413559,517.7469165123457
2005.1891565071192,804.2350746662563,152.57375643168186,80.63271641589506,69.05864233796295
1249.488098912056,935.985723428613,0.009214979716833665,0.0,9.837963239583328
535.8572019518956,918.1439423469251,0.0,2.8935185619212906,3.4722222739197623
206.2152799377335,901.3136001421547,0.0,0.0,0.0
138.06802071819916,755.5897341586076,0.0,0.0,0.0
112.07397746819811,868.7543480526093,0.0,0.0,0.0
132.43374950651545,1249.6923244122727,0.0,0.0,0.0
116.19404308215081,1056.0800510424622,0.0,0.0,0.0
490.59527805485817,855.3259228160026,0.0015474309343674602,0.0,0.0
2349.9355933309544,689.247983031451,589.9038976803631,46.29629629629632,73.30247051311724
5471.029645477481,538.3357249957027,2336.3772233434465,125.77160640817907,250.77160493827154
3157.48901462157,954.237696888902,1763.9851490875467,145.44753013117267,467.2067915895063
1403.0686330542208,1000.0293161987705,0.0026020520977330054,102.23765615740743,192.1296303587963
878.538774440697,1570.150464032043,0.005514767381366281,12.731481759259244,11.574074305169749
386.91993139050123,1338.5531121465174,0.0,3.472222359953701,10.416666621527792
325.4466951718196,1444.6402997932348,2.120124461652599,0.0,0.0
192.37709839688665,1148.5617310929088,0.009686959929042603,0.0,0.0
133.6798295370188,1096.7722067749073,0.0,0.0,0.0
148.72382351532653,1466.474684873881,307.522522193353,0.0,0.0
107.37015906938744,1788.120974474217,63690.30040562017,0.0,0.0
466.8516109954377,1411.896564943575,3647129.1778706703,0.0,0.0
2875.335988532173,823.6418624090304,2805.4330253028497,0.0,120.3703691782408
6518.610363119793,800.1280870501248,8838.865692324081,134.25925999228411,241.12654320987664
4451.655548583661,1162.030585892187,3405.408690153873,0.0,236.8827145833333
2971.0868279106985,1204.5955076156974,3027.541821707742,104.16666483024689,115.35493496913578
1084.7235220092284,1467.9326634154565,0.02267277873602129,15.04629574074072,0.0
669.2566632506891,1580.5747470477654,8797.35327334821,2.8935185619212906,5.401234591049396
336.40833631125014,1138.229217702132,0.0,0.0,0.0
190.9066027535226,913.1890941426608,0.0,0.0,0.0
147.79177417769785,937.9650283406708,0.015088996035443569,0.0,0.0
151.0742190048205,1219.9906259082045,0.0,0.0,0.0
239.3120082130951,1200.7899123042014,0.0,0.0,0.0
1178.3734622616648,952.9919400852598,0.0,0.0,0.0
2938.6270974500367,459.1521395852125,496.55937424736567,82.17592482638891,81.79012455632717
6175.140420925253,877.0788962424491,3552.496937462498,131.94444371141986,562.8858010030866
4697.74301743341,842.0150342884872,1767.0609995455243,132.33024765046284,575.6172869212963
3075.28939861429,917.2973360482216,582.0530405265545,126.15740667052471,218.74999926697535
959.6482918839527,1118.9425462502268,3.0964085822887824,0.0,12.731481758101843
595.6657419522013,1008.4168690778081,0.0,0.0,0.0
490.1738743420528,1200.350664067611,0.0,0.0,0.0
342.6793384564296,1061.8936284114905,0.0,0.0,0.0
189.98254492012984,1084.395381633305,0.0,0.0,0.0
158.10982247349835,1010.7601038325504,0.0,0.0,0.0
183.1843424992307,1098.8360030572276,0.0,0.0,0.0
776.0624840569664,949.2430980597408,0.0,6.944444719907415,60.18518297453721
3468.7221719481113,635.450107690511,337.03152045181423,33.95061655285495,147.76234733024685
6235.414838547973,1243.3381405674766,2143.419945998848,109.95370370370381,350.30863900462964
5494.764543083987,892.9137756273554,1333.0342168386348,87.96296278163574,239.969138734568
3391.52860341343,1146.0863587474032,258.51988506839376,4.629629699074074,28.3564813425926
1260.9367797071982,1421.1856051905131,4.6749849694726375,23.533950481867247,37.80864271219136
785.1139281251467,1165.245385879289,0.05536438020415152,0.0,0.0
433.1589707753304,1194.1127084921736,608.7361904563082,0.0,0.0
261.07149957895496,1025.4224888006174,1878.1998682955573,0.0,0.0
271.2039878599184,891.1182173759845,0.024641760529457823,0.0,0.0
165.29975307774265,1258.068466556151,0.0,0.0,0.0
316.07096562124866,1251.9078905944764,0.0017744647708728735,0.0,0.0
946.7013643507305,806.7119944087616,0.011718322702228475,0.0,0.0
3055.3163956504745,405.30199969648,230.328640838159,10.416666735532413,65.97222139467591
5297.855554912576,351.2393400956069,820.4296934709984,138.88888889274705,628.4722133873455
4450.593195503278,582.8504848748195,619.7531433595599,165.12345752314798,581.4043239197532
2321.9839474009455,898.3126797243189,470.92307979177247,111.8827160493827,159.33642048996913
870.9303430408003,819.4485499094184,7553.71380681447,16.2037034259259,71.37345679012348
483.11804213243647,864.9536789958472,0.017219275051638644,0.0,6.944444719907415
295.1042278790538,796.1153316743091,0.0,0.0,0.0
201.2937207781323,698.2075060443495,0.0,0.0,0.0
140.09972607381243,708.6103167313613,0.0,0.0,0.0
